Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education and Other,Holiday,VFF
EU,4-13 days,1000-5000 GBP,1,0,5.0,7,7,1,Holiday,0.16666666666666666,0.0,0.8333333333333333,0.0
North America,,0-250 GBP,1,0,1.0,7,2,2,Education and Other,0.2,0.4,0.4,0.0
North America,1-3 days,500-1000 GBP,0,1,1.0,4,1,6,Holiday,0.1,0.05,0.15,0.7
EU,1-3 days,0-250 GBP,1,1,5.0,5,4,3,Holiday,0.1983333333333333,0.0,0.8016666666666665,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,6,5,1,VFF,0.0,0.0,0.27571428571428575,0.7242857142857143
EU,,250-500 GBP,2,1,1.0,6,5,5,Business or Work,0.27692307692307694,0.45,0.2730769230769231,0.0
EU,1-3 days,250-500 GBP,1,1,5.0,6,7,6,Holiday,0.53125,0.0,0.4312500000000001,0.0375
UK,4-13 days,500-1000 GBP,1,0,5.0,7,7,3,VFF,0.1,0.0,0.35,0.55
EU,,250-500 GBP,1,0,1.0,5,5,5,Business or Work,0.9644076214267105,0.0,0.03559237857328927,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,7,2,1,VFF,0.08829365079365079,0.0,0.27002344877344875,0.6416829004329004
EU,1-3 days,250-500 GBP,1,0,1.0,5,5,4,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,1000-5000 GBP,0,0,1.0,5,7,2,Business or Work,0.9,0.0,0.05,0.05
EU,4-13 days,0-250 GBP,0,0,1.0,7,7,4,VFF,0.05,0.0,0.34964285714285714,0.6003571428571429
EU,4-13 days,0-250 GBP,0,0,1.0,6,7,1,VFF,0.0,0.1695833333333333,0.42400793650793667,0.4064087301587301
EU,,0-250 GBP,0,0,1.0,5,7,7,VFF,0.39749999999999996,0.0,0.4025,0.2
EU,4-13 days,250-500 GBP,0,0,1.0,2,4,5,VFF,0.0,0.0,0.7825,0.21750000000000003
EU,4-13 days,0-250 GBP,0,0,5.0,5,4,7,Holiday,0.6814285714285714,0.0,0.0,0.3185714285714286
EU,4-13 days,1000-5000 GBP,0,0,1.0,4,1,7,Holiday,0.2,0.0,0.25833333333333336,0.5416666666666667
EU,4-13 days,0-250 GBP,0,0,1.0,4,4,7,Holiday,0.0,0.0,0.1444751082251082,0.8555248917748918
Non-EU Europe,1-3 days,250-500 GBP,1,1,1.0,6,4,2,Holiday,0.09166666666666666,0.0,0.9083333333333332,0.0
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,1,1.0,7,7,7,Business or Work,0.4,0.0,0.3,0.3
EU,1-3 days,0-250 GBP,0,0,5.0,4,5,3,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,500-1000 GBP,0,0,1.0,6,6,2,Holiday,0.8666666666666666,0.0,0.01111111111111111,0.12222222222222223
EU,1-3 days,0-250 GBP,0,1,5.0,2,2,7,VFF,0.0,0.0,0.0,1.0
Africa,1-3 months,1000-5000 GBP,0,1,1.0,7,6,3,VFF,0.05,0.1,0.2,0.65
EU,,0-250 GBP,1,1,1.0,4,7,7,Holiday,0.13571428571428573,0.0,0.8642857142857142,0.0
Asia,4-13 days,500-1000 GBP,1,1,1.0,4,3,3,Holiday,0.15,0.0,0.75,0.1
EU,4-13 days,250-500 GBP,0,0,1.0,3,7,4,Holiday,0.0,0.05,0.925,0.025
Asia,1-3 days,500-1000 GBP,2,0,1.0,5,4,2,Holiday,0.65,0.05,0.3,0.0
EU,1-3 days,500-1000 GBP,0,1,1.0,5,2,1,Holiday,0.23166666666666663,0.0,0.39333333333333337,0.375
Africa,1-3 months,500-1000 GBP,2,0,1.0,4,5,3,Business or Work,0.6,0.0,0.25,0.15
UK,14-27 days,250-500 GBP,0,0,1.0,7,3,7,VFF,0.0,0.0,0.4,0.6
EU,14-27 days,0-250 GBP,0,1,1.0,8,3,2,VFF,0.0,0.0,0.045,0.9550000000000001
North America,14-27 days,500-1000 GBP,2,1,1.0,4,1,1,Holiday,0.15,0.05,0.75,0.05
EU,1-3 days,250-500 GBP,1,1,1.0,6,5,3,Holiday,0.3720238095238095,0.0,0.6279761904761905,0.0
EU,1-3 days,,0,0,5.0,6,4,2,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,2,5,Holiday,0.0,0.0,1.0,0.0
North America,,0-250 GBP,1,1,5.0,6,3,3,Holiday,0.3416666666666667,0.05833333333333333,0.6,0.0
EU,14-27 days,1000-5000 GBP,1,1,5.0,7,6,7,Holiday,0.05,0.0,0.6,0.35
UK,,0-250 GBP,1,0,1.0,5,6,6,Business or Work,0.624047619047619,0.0,0.3759523809523809,0.0
EU,4-13 days,0-250 GBP,0,1,5.0,2,2,3,VFF,0.225,0.0,0.25,0.525
EU,1-3 days,250-500 GBP,0,1,1.0,5,2,7,VFF,0.0,0.0,0.0,1.0
Africa,4-13 days,more than 5000 GBP,2,1,1.0,7,1,2,VFF,0.3,0.05,0.5,0.15
EU,4-13 days,250-500 GBP,0,1,1.0,5,2,6,Holiday,0.0,0.0,0.2980952380952381,0.7019047619047619
EU,1-3 days,0-250 GBP,0,0,1.0,4,2,7,VFF,0.02255359181207578,0.0,0.14282712029480385,0.8346192878931203
EU,1-3 days,250-500 GBP,0,0,1.0,6,3,1,Holiday,0.0,0.0,0.5437301587301587,0.45626984126984127
EU,1-3 days,250-500 GBP,1,0,1.0,7,7,5,VFF,0.01,0.0,0.1575,0.8324999999999999
UK,,0-250 GBP,0,0,1.0,8,3,3,VFF,0.0,0.19027777777777777,0.09861111111111112,0.711111111111111
EU,1-3 days,250-500 GBP,0,0,1.0,2,1,7,VFF,0.0,0.0,0.7273358585858586,0.2726641414141414
EU,1-3 days,500-1000 GBP,2,0,1.0,5,7,6,Education and Other,0.25,0.0,0.6666666666666667,0.08333333333333333
North America,1-3 months,500-1000 GBP,1,1,1.0,6,6,1,Education and Other,0.29,0.0,0.61,0.1
EU,,0-250 GBP,0,0,5.0,2,4,4,Business or Work,0.4666666666666667,0.0,0.5133333333333333,0.02
EU,1-3 days,0-250 GBP,1,1,5.0,4,2,1,Holiday,0.016666666666666666,0.0,0.9833333333333334,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,2,2,7,VFF,0.0,0.032492771602740875,0.15329582499158098,0.8142114034056782
Africa,,250-500 GBP,1,1,1.0,5,3,3,Business or Work,0.95,0.0,0.05,0.0
EU,,250-500 GBP,1,0,1.0,6,4,4,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,500-1000 GBP,1,0,1.0,5,6,5,Holiday,1.0,0.0,0.0,0.0
EU,1-3 days,250-500 GBP,1,0,5.0,6,5,4,Business or Work,0.825,0.0,0.175,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,7,4,1,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,500-1000 GBP,0,0,1.0,5,1,5,VFF,0.45666666666666667,0.0,0.5433333333333333,0.0
EU,,250-500 GBP,1,1,5.0,4,3,3,Business or Work,1.0,0.0,0.0,0.0
UK,1-3 days,0-250 GBP,0,0,1.0,2,1,7,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,1-3 days,500-1000 GBP,1,1,1.0,5,6,5,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,more than 5000 GBP,1,1,5.0,5,5,6,Holiday,0.1,0.05,0.7041666666666666,0.14583333333333331
Non-EU Europe,1-3 days,500-1000 GBP,1,1,1.0,6,1,6,Holiday,0.011346153846153846,0.0019230769230769232,0.6348076923076923,0.3519230769230769
UK,14-27 days,500-1000 GBP,2,0,1.0,5,3,7,VFF,0.0,0.0,0.35,0.65
Asia,4-13 days,,1,1,1.0,6,7,3,Business or Work,0.4,0.0,0.6,0.0
EU,1-3 days,0-250 GBP,1,0,5.0,7,6,4,Education and Other,0.0,0.0,0.3675,0.6325
UK,4-13 days,0-250 GBP,0,0,1.0,4,3,7,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,2,0,1.0,5,1,6,Holiday,0.013157894736842105,0.0,0.8195175438596491,0.16732456140350876
Africa,14-27 days,500-1000 GBP,0,0,1.0,8,1,6,VFF,0.0,0.0,0.15,0.85
EU,1-3 days,0-250 GBP,0,1,1.0,2,2,1,VFF,0.0,0.0,0.1896482683982684,0.8103517316017316
EU,4-13 days,250-500 GBP,1,1,1.0,4,5,1,Holiday,0.03333333333333333,0.0,0.9458333333333332,0.020833333333333332
Asia,1-3 days,250-500 GBP,1,0,1.0,4,2,7,Holiday,0.6833333333333333,0.0,0.3002579979360165,0.016408668730650156
EU,1-3 days,1000-5000 GBP,1,1,1.0,5,7,5,Business or Work,0.7458333333333333,0.0,0.2375,0.016666666666666666
EU,4-13 days,500-1000 GBP,0,0,5.0,6,1,6,Holiday,0.27,0.0,0.65,0.08
EU,4-13 days,0-250 GBP,1,1,1.0,4,1,5,Holiday,0.0,0.0,0.8451785714285716,0.15482142857142858
Africa,1-3 days,500-1000 GBP,1,0,1.0,5,5,3,Business or Work,0.95,0.0,0.05,0.0
EU,,0-250 GBP,1,0,1.0,6,4,4,Business or Work,0.9166433981928537,0.0,0.05121709260944742,0.032139509197698854
North America,4-13 days,0-250 GBP,0,0,1.0,4,7,4,VFF,0.12083333333333332,0.0,0.33125,0.5479166666666667
EU,1-3 days,0-250 GBP,0,0,1.0,5,3,2,Holiday,0.0,0.0,0.03333333333333333,0.9666666666666666
EU,1-3 days,0-250 GBP,0,1,1.0,2,1,7,VFF,0.0,0.0,0.2718740981240981,0.728125901875902
EU,4-13 days,250-500 GBP,0,0,1.0,4,3,6,Holiday,0.0,0.0,0.07190892440892441,0.9280910755910756
UK,4-13 days,0-250 GBP,0,0,1.0,6,6,4,VFF,0.0,0.0,0.07166666666666667,0.9283333333333333
EU,4-13 days,500-1000 GBP,1,1,1.0,7,1,5,Holiday,0.0,0.0,0.7479761904761906,0.25202380952380954
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,0,0,1.0,6,5,6,VFF,0.1,0.05833333333333333,0.4916666666666667,0.35
UK,14-27 days,0-250 GBP,0,0,1.0,6,2,3,Holiday,0.0,0.0,0.0,1.0
UK,1-3 days,1000-5000 GBP,0,0,1.0,2,1,7,VFF,0.18,0.15,0.2033333333333333,0.4666666666666666
EU,4-13 days,500-1000 GBP,1,1,1.0,4,5,7,Business or Work,0.0,0.0,1.0,0.0
EU,1-3 months,1000-5000 GBP,0,0,1.0,2,7,4,Education and Other,0.2708333333333333,0.6291666666666667,0.0,0.1
EU,4-13 days,0-250 GBP,0,1,1.0,2,5,2,VFF,0.016666666666666666,0.0,0.6160714285714286,0.3672619047619048
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,7,1,Holiday,0.57,0.43000000000000005,0.0,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,5,1,1,Holiday,0.018333333333333333,0.0,0.0,0.9816666666666668
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,4,6,Holiday,0.3683333333333333,0.0,0.0125,0.6191666666666668
EU,1-3 months,500-1000 GBP,0,0,1.0,5,3,7,VFF,0.0,0.1,0.12045454545454545,0.7795454545454545
EU,1-3 days,0-250 GBP,0,0,5.0,5,6,4,Business or Work,0.95,0.0,0.025,0.025
EU,1-3 days,250-500 GBP,1,1,1.0,6,3,1,VFF,0.0,0.0,1.0,0.0
EU,,500-1000 GBP,1,1,1.0,6,3,3,Business or Work,0.7555753968253969,0.0,0.24442460317460313,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,8,2,1,Holiday,0.0,0.0,0.6875,0.3125
EU,14-27 days,1000-5000 GBP,0,0,1.0,8,2,3,VFF,0.025,0.05,0.15,0.775
EU,1-3 days,500-1000 GBP,1,1,5.0,5,1,7,Holiday,0.0,0.0,0.9833333333333334,0.016666666666666666
North America,14-27 days,500-1000 GBP,1,0,1.0,5,1,2,Holiday,0.125,0.0,0.775,0.1
UK,4-13 days,500-1000 GBP,0,0,1.0,4,3,7,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,250-500 GBP,0,0,1.0,6,4,6,Holiday,0.0,0.0,0.007142857142857143,0.9928571428571429
EU,1-3 days,250-500 GBP,1,0,5.0,7,1,6,Holiday,0.0,0.0,0.99,0.01
Asia,4-13 days,500-1000 GBP,0,1,1.0,5,4,7,VFF,0.0,0.0,0.9,0.1
Asia,1-3 days,250-500 GBP,1,1,1.0,5,2,7,Holiday,0.01997863247863248,0.0,0.9679260554260555,0.012095312095312095
EU,1-3 days,0-250 GBP,0,0,1.0,5,1,7,Holiday,0.0,0.0,0.28285207629061915,0.717147923709381
EU,4-13 days,0-250 GBP,1,0,5.0,6,7,3,Holiday,0.0,0.0,0.9,0.1
UK,4-13 days,500-1000 GBP,0,0,1.0,6,2,6,VFF,0.0,0.0,0.4916666666666667,0.5083333333333334
UK,4-13 days,250-500 GBP,0,0,1.0,6,3,1,Holiday,0.025,0.0,0.13333333333333333,0.8416666666666666
EU,1-3 days,0-250 GBP,0,0,5.0,6,4,3,Business or Work,0.6426089188589189,0.0,0.3573910811410811,0.0
North America,4-13 days,500-1000 GBP,1,0,1.0,5,6,2,Business or Work,0.1525,0.0,0.48083333333333333,0.36666666666666664
North America,1-3 days,500-1000 GBP,1,1,1.0,4,1,6,Business or Work,0.1,0.0,0.9,0.0
North America,4-13 days,0-250 GBP,0,0,1.0,8,3,2,VFF,0.0,0.0,0.01,0.99
EU,4-13 days,500-1000 GBP,2,0,1.0,6,5,3,Business or Work,0.3875,0.0,0.6125,0.0
EU,1-3 days,0-250 GBP,1,1,5.0,4,4,3,Business or Work,0.65,0.0,0.3,0.05
EU,1-3 days,500-1000 GBP,1,0,1.0,5,6,4,Business or Work,1.0,0.0,0.0,0.0
Asia,1-3 days,1000-5000 GBP,1,1,1.0,7,1,7,VFF,0.4375,0.0,0.4875,0.075
Asia,14-27 days,500-1000 GBP,1,0,1.0,5,6,6,Holiday,0.45,0.0,0.45,0.1
Asia,14-27 days,0-250 GBP,0,0,1.0,8,1,1,VFF,0.0,0.05,0.0,0.95
UK,4-13 days,250-500 GBP,2,0,5.0,6,5,5,VFF,0.05,0.1,0.325,0.525
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,3,5,Business or Work,0.17416666666666666,0.0,0.7258333333333333,0.1
EU,4-13 days,0-250 GBP,0,0,1.0,4,1,7,Holiday,0.0,0.0032258064516129032,0.06774193548387097,0.9290322580645161
EU,1-3 days,0-250 GBP,0,0,1.0,3,1,6,VFF,0.0,0.0638095238095238,0.24214285714285716,0.694047619047619
EU,4-13 days,0-250 GBP,0,0,1.0,6,3,4,VFF,0.0,0.0,0.0,1.0
Asia,14-27 days,250-500 GBP,0,1,1.0,5,7,7,Holiday,0.0,0.0,0.35,0.65
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,6,7,1,Business or Work,0.55,0.0,0.2,0.25
North America,4-13 days,250-500 GBP,1,0,1.0,5,2,5,Holiday,0.1,0.0,0.85,0.05
EU,1-3 days,0-250 GBP,0,0,1.0,2,3,1,Holiday,0.0,0.0,0.28733766233766234,0.7126623376623376
EU,4-13 days,250-500 GBP,0,0,1.0,8,4,7,VFF,0.05,0.0,0.8,0.15
EU,4-13 days,0-250 GBP,0,0,1.0,4,6,3,VFF,0.13323412698412698,0.0,0.14023199023199023,0.7265338827838828
UK,,,1,0,5.0,6,6,6,Business or Work,0.35,0.1,0.05,0.5
EU,4-13 days,0-250 GBP,2,0,1.0,2,4,5,Holiday,0.1,0.0,0.5375,0.3625
EU,4-13 days,0-250 GBP,0,0,5.0,8,1,2,Business or Work,0.0,0.0,0.5916666666666668,0.4083333333333334
Asia,4-13 days,1000-5000 GBP,0,0,1.0,3,6,4,Holiday,0.0,0.10833333333333332,0.8916666666666668,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,6,2,7,VFF,0.0,0.0,0.6059329559329558,0.394067044067044
"Australia, NZ and Oceania",4-13 days,250-500 GBP,0,0,1.0,4,7,3,VFF,0.125,0.0,0.0,0.875
EU,1-3 days,500-1000 GBP,1,1,1.0,6,6,4,Business or Work,0.741780303030303,0.0,0.258219696969697,0.0
Asia,4-13 days,500-1000 GBP,0,0,1.0,6,3,6,Holiday,0.057499999999999996,0.0,0.27999999999999997,0.6625
Asia,4-13 days,0-250 GBP,0,0,1.0,2,1,7,Holiday,0.0,0.0,0.3516666666666667,0.6483333333333333
UK,14-27 days,500-1000 GBP,0,0,1.0,5,2,3,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,1,1,5.0,8,4,2,Holiday,0.0,0.0,1.0,0.0
UK,4-13 days,250-500 GBP,1,0,1.0,7,5,1,VFF,0.25,0.0,0.0,0.75
Asia,4-13 days,250-500 GBP,2,0,5.0,7,7,6,Holiday,0.0,0.0,0.9,0.1
UK,4-13 days,1000-5000 GBP,1,1,1.0,6,1,4,Business or Work,0.875,0.0,0.0,0.125
EU,4-13 days,500-1000 GBP,0,1,5.0,5,7,1,Holiday,0.15,0.0,0.7333333333333333,0.11666666666666667
North America,4-13 days,0-250 GBP,1,1,5.0,7,5,1,Holiday,0.05,0.0,0.95,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,8,5,1,Holiday,0.1,0.0,0.675,0.225
EU,14-27 days,500-1000 GBP,0,0,5.0,7,5,4,Holiday,0.05,0.0,0.45,0.5
Africa,1-3 days,500-1000 GBP,1,1,1.0,5,7,6,Business or Work,0.65,0.0,0.15,0.2
North America,1-3 days,0-250 GBP,2,1,5.0,5,1,7,Holiday,0.0,0.0,0.9,0.1
Asia,1-3 days,1000-5000 GBP,1,1,1.0,7,5,3,Business or Work,0.8800000000000001,0.0,0.12,0.0
Asia,4-13 days,1000-5000 GBP,0,0,1.0,3,1,4,Education and Other,0.0,0.675,0.275,0.05
UK,4-13 days,250-500 GBP,0,0,1.0,2,4,1,Education and Other,0.0,0.0,0.1,0.9
EU,4-13 days,0-250 GBP,0,0,1.0,4,7,6,Holiday,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,1,1,1.0,7,5,4,Business or Work,0.1,0.0,0.9,0.0
UK,1-3 days,500-1000 GBP,1,0,1.0,5,7,6,Business or Work,0.25,0.1,0.225,0.425
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,3,6,Holiday,0.4833333333333333,0.0,0.0,0.5166666666666666
EU,14-27 days,1000-5000 GBP,2,0,1.0,8,5,3,VFF,0.15,0.0,0.5,0.35
Asia,1-3 days,0-250 GBP,0,0,1.0,5,1,6,VFF,0.0,0.0,0.3283333333333333,0.6716666666666666
EU,4-13 days,500-1000 GBP,2,1,1.0,4,5,2,Holiday,0.1,0.0,0.75,0.15
EU,4-13 days,0-250 GBP,0,0,1.0,7,4,5,VFF,0.1130952380952381,0.0,0.0,0.8869047619047619
EU,1-3 months,1000-5000 GBP,0,0,1.0,2,7,1,Education and Other,0.0,1.0,0.0,0.0
EU,4-13 days,500-1000 GBP,1,1,1.0,8,2,6,Holiday,0.0,0.0,0.95,0.05
EU,1-3 days,250-500 GBP,0,1,1.0,8,5,4,Holiday,0.05,0.0,0.3091666666666667,0.6408333333333334
EU,,0-250 GBP,0,0,5.0,6,3,3,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,4,2,1,Holiday,0.19430555555555556,0.0,0.8056944444444444,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,5,2,7,Holiday,0.0,0.0,0.6516458631947761,0.34835413680522376
EU,1-3 days,250-500 GBP,1,0,1.0,5,5,3,Business or Work,0.9212419116830881,0.0,0.07875808831691183,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,5,2,7,VFF,0.03921356869799569,0.0,0.10614466562780063,0.8546417656742037
EU,4-13 days,250-500 GBP,1,0,1.0,7,5,2,Holiday,0.15833333333333333,0.0,0.8166666666666668,0.025
South America,1-3 days,1000-5000 GBP,1,1,1.0,7,5,3,Business or Work,0.4011904761904761,0.1,0.36488095238095236,0.13392857142857145
EU,1-3 days,0-250 GBP,0,0,1.0,4,5,3,VFF,0.4171861471861472,0.0,0.1434848484848485,0.4393290043290044
