Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education and Other,Holiday,VFF
EU,1-3 days,0-250 GBP,1,1,1.0,5,4,3,Business or Work,1.0,0.0,0.0,0.0
Asia,14-27 days,1000-5000 GBP,1,0,1.0,5,5,1,Holiday,0.3625,0.0,0.4375,0.2
EU,,0-250 GBP,1,0,1.0,7,5,5,Business or Work,0.6663365800865801,0.0,0.21496572871572872,0.11869769119769118
Asia,14-27 days,250-500 GBP,0,0,1.0,5,1,2,VFF,0.08333333333333333,0.5,0.2,0.21666666666666665
EU,4-13 days,0-250 GBP,0,0,5.0,6,6,1,Business or Work,0.12642857142857142,0.0,0.12678571428571428,0.7467857142857142
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1,1,1.0,7,4,6,Holiday,0.05416666666666666,0.0,0.6833333333333333,0.2625
EU,4-13 days,1000-5000 GBP,1,0,5.0,7,4,6,Holiday,0.0,0.0,1.0,0.0
North America,1-3 days,500-1000 GBP,1,0,1.0,5,6,4,Business or Work,0.9258333333333333,0.0,0.07416666666666667,0.0
EU,4-13 days,0-250 GBP,0,1,1.0,6,4,5,Holiday,0.0,0.0,0.16,0.8400000000000001
North America,4-13 days,500-1000 GBP,0,0,1.0,7,4,7,VFF,0.2,0.0,0.11750000000000001,0.6825
EU,4-13 days,0-250 GBP,1,0,1.0,4,4,1,VFF,0.45,0.008333333333333333,0.525,0.016666666666666666
North America,1-3 days,1000-5000 GBP,0,0,1.0,6,5,3,Business or Work,0.8,0.0,0.05,0.15
North America,4-13 days,250-500 GBP,0,0,1.0,6,5,1,VFF,0.05,0.0,0.08928571428571427,0.8607142857142858
EU,1-3 days,250-500 GBP,0,1,1.0,4,1,7,Holiday,0.0,0.0,0.4411737119090061,0.5588262880909938
EU,4-13 days,500-1000 GBP,2,0,1.0,5,4,7,Holiday,0.1,0.0,0.9,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,2,4,6,VFF,0.0,0.0,0.3091666666666667,0.6908333333333333
North America,4-13 days,500-1000 GBP,0,0,1.0,4,1,3,VFF,0.0,0.0,0.15833333333333333,0.8416666666666668
Asia,1-3 months,1000-5000 GBP,1,0,1.0,4,4,2,Holiday,0.15,0.05,0.5,0.3
EU,4-13 days,250-500 GBP,0,0,1.0,2,2,5,Holiday,0.0,0.0,0.48797619047619045,0.5120238095238095
EU,4-13 days,250-500 GBP,1,0,1.0,5,2,6,VFF,0.0,0.0,1.0,0.0
North America,1-3 days,1000-5000 GBP,1,1,1.0,8,5,3,Holiday,0.1,0.05,0.85,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,4,4,7,Holiday,0.0,0.0,0.28928571428571426,0.7107142857142857
EU,4-13 days,0-250 GBP,1,0,1.0,5,3,5,Holiday,0.1125,0.0625,0.6,0.225
EU,1-3 days,0-250 GBP,1,1,5.0,7,2,7,Business or Work,0.3533333333333334,0.0,0.6466666666666667,0.0
UK,3-6 months,0-250 GBP,0,0,1.0,8,3,3,VFF,0.0,0.0,0.175,0.825
EU,1-3 days,250-500 GBP,1,0,1.0,5,1,7,VFF,0.04436185736148127,0.025440309782258717,0.8194630403885406,0.11073479246771963
Non-EU Europe,14-27 days,500-1000 GBP,0,0,1.0,7,2,3,VFF,0.016666666666666666,0.0,0.16666666666666669,0.8166666666666667
EU,4-13 days,250-500 GBP,1,0,1.0,5,3,7,Business or Work,0.0,0.0,0.93,0.06999999999999999
EU,,,0,0,5.0,7,5,5,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,6,1,7,Business or Work,0.0609127173136461,0.0,0.9390872826863539,0.0
EU,14-27 days,500-1000 GBP,2,0,5.0,5,1,2,Holiday,0.05,0.0,0.95,0.0
North America,4-13 days,500-1000 GBP,2,0,1.0,7,1,1,Holiday,0.05,0.0,0.4,0.55
EU,4-13 days,1000-5000 GBP,2,0,1.0,7,4,5,Holiday,0.0,0.05,0.9,0.05
EU,4-13 days,1000-5000 GBP,0,0,1.0,4,5,3,Holiday,0.1,0.35,0.14166666666666666,0.4083333333333333
North America,1-3 days,250-500 GBP,1,1,5.0,2,1,7,Holiday,0.0,0.0,0.7,0.3
EU,1-3 days,250-500 GBP,0,1,5.0,2,7,5,Holiday,0.05,0.0,0.75,0.2
UK,4-13 days,250-500 GBP,0,0,1.0,8,4,3,VFF,0.0,0.0,0.25,0.75
EU,1-3 days,250-500 GBP,1,1,1.0,5,7,5,Holiday,0.0,0.0,0.9166666666666666,0.08333333333333333
EU,4-13 days,500-1000 GBP,1,0,1.0,6,6,2,VFF,0.3149404761904762,0.0,0.4946428571428571,0.19041666666666665
Asia,1-3 days,0-250 GBP,1,0,5.0,5,7,6,Holiday,0.0,0.0,1.0,0.0
EU,,0-250 GBP,2,1,5.0,4,3,3,Business or Work,0.55,0.0,0.45,0.0
UK,14-27 days,500-1000 GBP,0,1,1.0,6,6,7,VFF,0.05,0.0,0.0,0.95
EU,4-13 days,0-250 GBP,0,0,1.0,6,1,4,VFF,0.016666666666666666,0.0,0.0,0.9833333333333332
EU,1-3 months,1000-5000 GBP,2,0,5.0,4,3,4,Business or Work,0.45,0.3,0.2,0.05
North America,4-13 days,1000-5000 GBP,1,0,1.0,2,3,1,Business or Work,0.0,0.05,0.25,0.7
EU,1-3 days,0-250 GBP,0,0,5.0,2,4,3,Business or Work,0.22833333333333336,0.0,0.3925,0.3791666666666667
EU,4-13 days,0-250 GBP,0,1,1.0,2,1,2,VFF,0.0,0.0125,0.5991666666666667,0.3883333333333333
Africa,4-13 days,0-250 GBP,0,0,5.0,6,2,3,Holiday,0.55,0.0,0.15,0.3
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,7,4,Business or Work,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,2,1,5.0,6,7,1,VFF,0.0,0.0,1.0,0.0
EU,4-13 days,0-250 GBP,0,1,1.0,2,4,6,VFF,0.0,0.0,0.03333333333333333,0.9666666666666666
Asia,14-27 days,0-250 GBP,0,0,1.0,7,6,7,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,1-3 days,0-250 GBP,1,1,1.0,5,1,7,Business or Work,0.0,0.010555555555555556,0.9390476190476191,0.0503968253968254
UK,4-13 days,0-250 GBP,0,0,1.0,6,7,3,VFF,0.25,0.0,0.0,0.75
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,2,1,1.0,2,7,3,Holiday,0.15,0.0,0.8,0.05
EU,1-3 days,1000-5000 GBP,1,0,1.0,6,1,7,Holiday,0.4108333333333333,0.0,0.5391666666666668,0.05
EU,1-3 months,0-250 GBP,0,0,5.0,5,1,6,Holiday,0.017142857142857144,0.05,0.7038095238095238,0.22904761904761903
Asia,1-3 days,0-250 GBP,1,1,5.0,5,6,4,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,1,0,1.0,6,2,6,Business or Work,0.0,0.20148809523809522,0.5228373015873016,0.27567460317460313
EU,4-13 days,250-500 GBP,1,1,1.0,6,1,4,Holiday,0.0,0.0,1.0,0.0
North America,4-13 days,0-250 GBP,2,1,1.0,5,2,6,Holiday,0.0,0.05,0.6,0.35
EU,,0-250 GBP,1,0,1.0,6,4,4,Business or Work,0.9121214733333239,0.0,0.03521565100510162,0.05266287566157448
EU,,0-250 GBP,1,0,1.0,6,3,3,Business or Work,0.965172828982233,0.0,0.0,0.034827171017766986
North America,4-13 days,0-250 GBP,1,1,5.0,2,5,2,Holiday,0.05,0.05,0.8,0.1
EU,4-13 days,250-500 GBP,0,0,1.0,2,2,3,Education and Other,0.0,0.20273809523809527,0.0,0.7972619047619048
EU,4-13 days,250-500 GBP,0,0,1.0,5,7,3,VFF,0.05833333333333333,0.0,0.07916666666666666,0.8625
North America,3-6 months,more than 5000 GBP,0,0,1.0,4,6,1,Education and Other,0.0,0.4,0.18333333333333332,0.4166666666666667
UK,4-13 days,,0,0,5.0,8,3,3,VFF,0.0,0.1875,0.05,0.7625
North America,4-13 days,1000-5000 GBP,1,0,1.0,3,1,1,Holiday,0.2,0.05,0.55,0.2
UK,1-3 months,1000-5000 GBP,0,0,1.0,5,3,5,VFF,0.0,0.0,0.0,1.0
"Australia, NZ and Oceania",14-27 days,500-1000 GBP,0,0,1.0,6,2,1,Holiday,0.0,0.05,0.1,0.85
Non-EU Europe,1-3 days,0-250 GBP,0,0,1.0,6,1,6,VFF,0.0,0.0,0.0225,0.9775
Asia,1-3 months,0-250 GBP,0,0,1.0,8,1,7,VFF,0.0,0.0,0.22083333333333335,0.7791666666666667
Asia,4-13 days,0-250 GBP,0,0,5.0,4,3,1,VFF,0.15,0.0,0.05,0.8
EU,1-3 days,250-500 GBP,0,0,1.0,2,1,7,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,500-1000 GBP,2,0,5.0,6,1,5,Holiday,0.0625,0.0,0.8125,0.125
EU,1-3 days,500-1000 GBP,1,0,1.0,8,5,3,Business or Work,0.6008333333333333,0.0,0.2991666666666667,0.1
EU,1-3 days,0-250 GBP,2,0,1.0,6,4,2,Holiday,0.05,0.0,0.6,0.35
EU,4-13 days,500-1000 GBP,1,1,1.0,5,3,7,Business or Work,0.20932095682095678,0.0,0.7906790431790431,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,4,5,VFF,0.0,0.0,0.22488095238095238,0.7751190476190476
EU,14-27 days,500-1000 GBP,0,0,5.0,6,6,6,Holiday,0.0,0.0,0.9,0.1
"Australia, NZ and Oceania",1-3 days,250-500 GBP,1,0,1.0,6,1,6,Holiday,0.06869875222816399,0.2,0.6096263050674815,0.12167494270435446
EU,1-3 days,0-250 GBP,0,0,1.0,6,5,4,VFF,0.17077561327561327,0.15562049062049063,0.12903318903318903,0.5445707070707069
Asia,1-3 months,250-500 GBP,0,0,1.0,6,7,3,VFF,0.1,0.05,0.05,0.8
Africa,14-27 days,1000-5000 GBP,1,0,1.0,8,5,3,VFF,0.15,0.05,0.65,0.15
South America,4-13 days,250-500 GBP,1,0,1.0,5,4,1,Business or Work,0.125,0.0,0.875,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,6,2,1,Holiday,0.0,0.0,0.4130230880230881,0.586976911976912
Asia,4-13 days,500-1000 GBP,1,1,1.0,2,6,4,Holiday,0.0,0.0,0.95,0.05
North America,4-13 days,500-1000 GBP,1,0,1.0,5,7,3,Business or Work,0.8277777777777778,0.0,0.17222222222222222,0.0
North America,1-3 months,1000-5000 GBP,1,0,1.0,8,1,6,Holiday,0.0,0.0,0.675,0.325
Asia,1-3 days,500-1000 GBP,1,0,1.0,4,3,2,Holiday,0.4,0.0,0.6,0.0
Asia,1-3 days,,0,0,5.0,6,4,3,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 months,0-250 GBP,0,0,5.0,5,5,6,VFF,0.04782608695652174,0.15,0.5521739130434783,0.25
North America,1-3 days,500-1000 GBP,1,1,1.0,6,7,5,Holiday,0.8103571428571428,0.0,0.18964285714285714,0.0
UK,1-3 days,0-250 GBP,0,0,1.0,8,1,7,Holiday,0.014285714285714285,0.0,0.0,0.9857142857142858
EU,,250-500 GBP,0,0,1.0,4,5,5,VFF,0.9666666666666668,0.03333333333333333,0.0,0.0
Asia,4-13 days,1000-5000 GBP,0,0,1.0,5,7,4,Business or Work,0.18333333333333332,0.1,0.6666666666666667,0.05
EU,4-13 days,0-250 GBP,0,0,1.0,2,2,6,VFF,0.0,0.0,0.18806298642018457,0.8119370135798155
UK,4-13 days,250-500 GBP,0,0,1.0,6,2,3,VFF,0.0,0.0,0.0,1.0
North America,14-27 days,1000-5000 GBP,0,0,1.0,2,1,4,Education and Other,0.05,0.05,0.2833333333333333,0.6166666666666667
EU,,0-250 GBP,1,0,1.0,7,5,5,Business or Work,0.6663365800865801,0.0,0.21496572871572872,0.11869769119769118
North America,4-13 days,500-1000 GBP,0,0,1.0,7,7,5,VFF,0.0,0.05,0.05,0.9
North America,4-13 days,500-1000 GBP,1,1,1.0,7,1,7,Business or Work,0.0,0.0,0.95,0.05
North America,1-3 months,1000-5000 GBP,0,1,5.0,2,7,4,Business or Work,0.0,0.75,0.25,0.0
EU,4-13 days,500-1000 GBP,0,1,1.0,5,1,5,Holiday,0.0,0.0,0.6,0.4
North America,4-13 days,1000-5000 GBP,2,0,1.0,4,1,7,Holiday,0.15,0.0,0.7583333333333333,0.09166666666666666
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,7,7,Education and Other,0.05,0.0,0.95,0.0
EU,,0-250 GBP,0,0,1.0,4,6,6,Business or Work,0.05,0.0,0.49833333333333335,0.45166666666666666
EU,1-3 days,500-1000 GBP,1,1,1.0,8,7,5,VFF,0.05,0.0,0.95,0.0
EU,4-13 days,250-500 GBP,0,0,5.0,3,1,2,Holiday,0.0,0.06666666666666667,0.8333333333333333,0.1
EU,4-13 days,0-250 GBP,1,0,1.0,6,2,6,VFF,0.5107142857142857,0.20422619047619045,0.2850595238095238,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,6,2,7,Holiday,0.0,0.0,0.6647168109668109,0.335283189033189
EU,4-13 days,250-500 GBP,0,0,1.0,4,1,5,Holiday,0.0,0.0,0.689047619047619,0.310952380952381
North America,4-13 days,1000-5000 GBP,0,0,1.0,7,7,7,VFF,0.18625,0.1,0.4720833333333333,0.24166666666666664
EU,1-3 days,500-1000 GBP,1,0,1.0,4,7,6,Holiday,0.16875,0.0,0.83125,0.0
EU,1-3 months,250-500 GBP,1,1,1.0,5,4,4,Business or Work,0.225,0.0,0.775,0.0
North America,,0-250 GBP,0,0,1.0,8,4,4,VFF,0.0,0.3,0.05,0.65
EU,1-3 days,0-250 GBP,1,0,1.0,3,4,3,Holiday,0.3075,0.0,0.6425,0.05
UK,14-27 days,more than 5000 GBP,0,0,1.0,7,6,2,VFF,0.0,0.0,0.05,0.95
EU,,0-250 GBP,1,0,1.0,6,3,3,Business or Work,0.965172828982233,0.0,0.0,0.034827171017766986
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,1,5,Business or Work,0.1,0.0,0.8833333333333334,0.016666666666666666
EU,,0-250 GBP,1,0,1.0,5,6,6,Business or Work,0.9041729821605984,0.0,0.09582701783940174,0.0
UK,14-27 days,0-250 GBP,0,0,1.0,6,2,3,VFF,0.05,0.0,0.1,0.85
UK,14-27 days,500-1000 GBP,0,0,5.0,7,3,4,VFF,0.05,0.0,0.15,0.8
Asia,1-3 days,0-250 GBP,1,0,5.0,5,4,3,Holiday,0.0,0.0,1.0,0.0
UK,1-3 days,500-1000 GBP,0,0,1.0,6,2,7,Holiday,0.4575,0.0,0.016666666666666666,0.5258333333333333
EU,14-27 days,0-250 GBP,2,0,1.0,5,4,3,VFF,0.3,0.075,0.425,0.2
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,7,1,Business or Work,1.0,0.0,0.0,0.0
EU,,,0,0,5.0,5,5,5,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,3,7,Business or Work,0.0,0.0,0.6058333333333332,0.39416666666666667
EU,14-27 days,0-250 GBP,0,0,5.0,2,7,1,VFF,0.0,0.0,1.0,0.0
North America,4-13 days,250-500 GBP,0,1,1.0,3,3,4,VFF,0.05,0.25,0.5,0.2
Asia,4-13 days,500-1000 GBP,0,0,1.0,4,4,7,VFF,0.0,0.0,0.975,0.025
UK,4-13 days,0-250 GBP,1,0,1.0,6,4,6,Education and Other,0.20833333333333331,0.0,0.15,0.6416666666666667
North America,1-3 days,250-500 GBP,1,1,5.0,8,1,7,Holiday,0.0,0.0,1.0,0.0
UK,1-3 days,0-250 GBP,0,0,1.0,6,7,6,VFF,0.0,0.0,0.05,0.95
EU,1-3 days,0-250 GBP,0,0,5.0,3,5,3,Holiday,0.0,0.0,1.0,0.0
North America,14-27 days,0-250 GBP,1,1,1.0,5,5,5,Holiday,0.4,0.0,0.6,0.0
EU,4-13 days,,0,0,5.0,2,4,1,Business or Work,0.4,0.0,0.25,0.35
EU,4-13 days,500-1000 GBP,1,0,1.0,7,6,3,Business or Work,0.6189285714285714,0.0,0.38107142857142856,0.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,1,1,1.0,6,3,7,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,7,4,3,Holiday,0.0,0.0,0.39666666666666667,0.6033333333333333
EU,4-13 days,0-250 GBP,1,0,1.0,4,5,2,Business or Work,0.913888888888889,0.0,0.08611111111111111,0.0
EU,1-3 days,0-250 GBP,0,0,5.0,7,4,3,Business or Work,0.7556447718947719,0.09680916305916305,0.14754606504606507,0.0
EU,4-13 days,0-250 GBP,0,0,5.0,6,5,1,Business or Work,0.33625,0.0,0.145,0.51875
North America,1-3 days,0-250 GBP,0,0,1.0,5,1,7,VFF,0.0,0.0,0.15,0.85
EU,4-13 days,0-250 GBP,0,0,1.0,2,3,5,VFF,0.0,0.0,0.06607142857142857,0.9339285714285716
Asia,1-3 days,1000-5000 GBP,0,1,1.0,7,4,2,Holiday,0.1,0.0,0.45,0.45
EU,4-13 days,250-500 GBP,2,0,5.0,8,3,6,VFF,0.0,0.0,0.36,0.64
North America,,250-500 GBP,1,1,1.0,7,5,5,Business or Work,0.765,0.0,0.225,0.01
EU,4-13 days,250-500 GBP,0,0,1.0,6,3,2,Holiday,0.05,0.0,0.10833333333333332,0.8416666666666668
EU,1-3 days,1000-5000 GBP,1,0,1.0,7,5,4,Business or Work,0.6125686813186814,0.027239010989010992,0.25,0.11019230769230767
Asia,1-3 months,250-500 GBP,0,0,1.0,8,1,6,VFF,0.0,0.0,0.1,0.9
UK,1-3 days,0-250 GBP,0,0,1.0,6,1,7,VFF,0.0,0.0,0.26394362581862585,0.7360563741813744
EU,3-6 months,1000-5000 GBP,0,0,1.0,4,3,2,Education and Other,0.15,0.3,0.15,0.4
EU,,0-250 GBP,1,0,5.0,4,6,6,Holiday,0.11833333333333333,0.0,0.8816666666666666,0.0
Asia,4-13 days,1000-5000 GBP,2,1,1.0,6,1,2,Holiday,0.36666666666666664,0.0,0.4833333333333333,0.15
UK,4-13 days,500-1000 GBP,0,0,1.0,6,6,1,VFF,0.05,0.05,0.0,0.9
EU,1-3 days,0-250 GBP,0,0,1.0,8,1,7,Holiday,0.0,0.0,0.10109126984126986,0.8989087301587302
North America,4-13 days,250-500 GBP,1,0,1.0,6,6,1,Holiday,0.375,0.0,0.425,0.2
"Australia, NZ and Oceania",4-13 days,more than 5000 GBP,1,1,1.0,6,6,2,Holiday,0.4833333333333333,0.0,0.4666666666666666,0.05
Asia,1-3 days,500-1000 GBP,0,0,1.0,7,6,4,Business or Work,0.06964285714285715,0.0,0.41785714285714287,0.5125
EU,1-3 days,,0,0,5.0,6,3,2,Business or Work,1.0,0.0,0.0,0.0
UK,4-13 days,500-1000 GBP,1,1,1.0,8,5,6,Business or Work,0.05,0.05,0.1,0.8
EU,1-3 days,250-500 GBP,1,0,1.0,5,2,1,VFF,0.0,0.0,1.0,0.0
Asia,3-6 months,1000-5000 GBP,0,0,1.0,5,4,4,Education and Other,0.0,0.25,0.32142857142857145,0.42857142857142855
EU,4-13 days,0-250 GBP,0,0,1.0,5,7,1,VFF,0.0,0.0,0.0,1.0
North America,14-27 days,more than 5000 GBP,1,1,5.0,6,3,7,Business or Work,0.15,0.2,0.55,0.1
North America,14-27 days,250-500 GBP,0,0,1.0,8,4,1,Holiday,0.0,0.0,0.0,1.0
"Australia, NZ and Oceania",1-3 days,0-250 GBP,0,0,1.0,2,3,2,Holiday,0.0,0.0,0.4883333333333333,0.5116666666666667
Asia,1-3 months,0-250 GBP,0,1,1.0,2,1,5,VFF,0.0,0.06666666666666667,0.2666666666666667,0.6666666666666667
Non-EU Europe,4-13 days,1000-5000 GBP,1,0,5.0,7,7,2,Holiday,0.08333333333333333,0.0,0.9166666666666666,0.0
EU,1-3 days,0-250 GBP,1,0,5.0,2,3,1,Holiday,0.0,0.0,0.8,0.2
EU,14-27 days,250-500 GBP,0,0,5.0,8,6,7,Holiday,0.0,0.0,0.4,0.6
EU,4-13 days,500-1000 GBP,0,0,1.0,7,6,7,Holiday,0.1,0.0,0.14166666666666666,0.7583333333333333
Non-EU Europe,1-3 days,250-500 GBP,0,1,1.0,4,4,2,VFF,0.0,0.0,0.1,0.9
Africa,4-13 days,1000-5000 GBP,1,0,1.0,6,3,5,Holiday,0.3875,0.0,0.3958333333333333,0.21666666666666665
EU,4-13 days,500-1000 GBP,1,1,1.0,6,4,1,Holiday,0.2333333333333334,0.0,0.7666666666666668,0.0
Africa,4-13 days,500-1000 GBP,1,1,1.0,4,2,6,Business or Work,0.1375,0.0,0.7125,0.15
North America,4-13 days,1000-5000 GBP,0,0,1.0,7,1,6,VFF,0.05,0.0,0.4625,0.4875
North America,1-3 days,0-250 GBP,0,0,1.0,4,2,7,VFF,0.0,0.0,0.18857142857142856,0.8114285714285716
EU,14-27 days,1000-5000 GBP,2,1,1.0,7,3,2,VFF,0.3,0.15,0.3,0.25
EU,4-13 days,0-250 GBP,0,0,5.0,5,1,5,Holiday,0.4219047619047619,0.0,0.05,0.5280952380952382
EU,,0-250 GBP,0,0,5.0,7,7,7,Business or Work,1.0,0.0,0.0,0.0
Asia,14-27 days,500-1000 GBP,1,1,1.0,5,7,5,Holiday,0.1,0.0,0.85,0.05
Asia,4-13 days,250-500 GBP,0,1,1.0,5,3,6,VFF,0.0,0.0,0.3,0.7
Non-EU Europe,1-3 days,250-500 GBP,0,0,1.0,4,1,6,VFF,0.019659442724458204,0.0,0.781233107277999,0.19910744999754287
EU,4-13 days,250-500 GBP,0,0,1.0,6,5,1,VFF,0.0,0.0,0.2488690476190476,0.7511309523809524
EU,1-3 days,250-500 GBP,0,0,1.0,5,1,7,Holiday,0.0,0.0,0.5002250976148035,0.49977490238519645
EU,,250-500 GBP,1,1,1.0,5,3,3,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,500-1000 GBP,1,1,1.0,4,6,7,Education and Other,0.125,0.0,0.8416666666666668,0.03333333333333333
EU,1-3 days,250-500 GBP,1,0,1.0,6,2,7,Holiday,0.0,0.0,0.9178003940503942,0.08219960594960594
Africa,4-13 days,1000-5000 GBP,0,1,1.0,7,2,5,Holiday,0.0,0.0,0.3,0.7
North America,4-13 days,more than 5000 GBP,1,0,1.0,7,6,4,Holiday,0.25,0.0,0.65,0.1
EU,1-3 days,0-250 GBP,0,0,5.0,7,1,7,VFF,0.4819318181818181,0.0,0.3050270562770563,0.21304112554112553
EU,1-3 days,500-1000 GBP,1,1,1.0,4,6,5,Business or Work,0.9875,0.0,0.0125,0.0
Non-EU Europe,1-3 days,500-1000 GBP,1,0,1.0,6,5,4,Business or Work,0.6895238095238094,0.0,0.31047619047619046,0.0
EU,1-3 days,500-1000 GBP,1,0,5.0,6,1,6,Business or Work,0.2925,0.0,0.5432142857142856,0.16428571428571428
Africa,1-3 days,1000-5000 GBP,1,1,1.0,6,2,7,Holiday,0.2875,0.0,0.05,0.6625
North America,14-27 days,1000-5000 GBP,1,1,5.0,8,1,2,Holiday,0.05,0.0,0.9,0.05
EU,4-13 days,1000-5000 GBP,0,0,1.0,4,2,3,VFF,0.35,0.0,0.15,0.5
EU,1-3 days,250-500 GBP,1,1,1.0,6,2,1,Holiday,0.0990018315018315,0.0,0.8128464590964593,0.08815170940170938
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,1,7,Holiday,0.0,0.0,0.6488095238095237,0.35119047619047616
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,2,5,Holiday,0.21000000000000002,0.0,0.7899999999999999,0.0
UK,14-27 days,500-1000 GBP,0,1,1.0,4,5,1,VFF,0.0,0.2,0.05,0.75
UK,,0-250 GBP,0,0,1.0,4,1,1,VFF,0.0,0.0,0.12547619047619046,0.8745238095238097
UK,1-3 days,1000-5000 GBP,0,0,1.0,5,2,7,VFF,0.05,0.0,0.45,0.5
EU,1-3 days,0-250 GBP,0,0,1.0,4,2,7,VFF,0.0,0.0,0.20796467232787244,0.7920353276721277
